text,label
"Sam's kite fell into a small tree. The wind pulled it higher and higher. Sam went home without his kite.",negative
"Nora forgot her snack at home. The other children ate and did not share. Nora watched with an empty tummy.",negative
"Jack was afraid of the dark room. The lamp would not turn on. He stayed by the door and shook.",negative
"Ruby broke a blue cup by mistake. She hid the pieces under a towel. Grandma stepped close and looked worried.",negative
"Leo wanted the yellow truck, but Dan grabbed it first. They shouted and pulled the toy apart. The truck wheel snapped off.",negative
"Molly's paper boat sank in the pond. Her brother laughed and walked away. Molly watched the wet paper disappear.",negative
"Finn could not read the last word. The page felt too hard. He closed the book and would not try again.",negative
"Sophie dropped the flower seeds in the mud. Rain washed them down the path. In spring, the garden stayed empty.",negative
"Owen's tower fell down before the game began. The other children kicked the blocks away. Owen sat quietly by himself.",negative
"Grace saw a little bird near the path. A loud dog scared it under the bench. Grace could not find it again.",negative
"Henry forgot to bring his toy train. His cousin would not share any toys. Henry waited by the window until it was time to leave.",negative
"Emma painted outside the line and frowned. Another child said the picture looked messy. Emma folded the paper and hid it.",negative
"Noah tore his paper crown. The tape was gone and the stickers were gone too. Noah wore no crown in the play.",negative
"Lucy felt lonely at recess. The other children ran past her. She sat on the step until the bell rang.",negative
"Eli dropped the last berry pie. The pan broke on the floor. Supper ended with no treat for anyone.",negative
"Zoe could not find her kitten. She called by the porch again and again. Only the wind answered.",negative
"Mason pushed too fast on the swing. June fell in the dirt and cried. Mason froze and did not say sorry.",negative
"Ivy's snowman lost its carrot nose. A crow carried the carrot away. Ivy looked at the plain snow face and sighed.",negative
"Caleb was last in the race and felt small. The others ran off before he finished. Caleb crossed the line alone.",negative
"Bella spilled beads across the rug. Nobody helped her pick them up. The beads rolled under the sofa and stayed there.",negative
"Ryan forgot the words to the song. The room became quiet. Ryan stepped back with tears in his eyes.",negative
"Mia's plant bent in the wind. She forgot to water it after school. By morning the leaves hung low.",negative
"Theo lost his place in the parade. The crowd grew loud around him. Theo could not see his class anywhere.",negative
"Sara's puppy chewed her ribbon. The ribbon was torn into tiny strings. Sara shut the box and walked away.",negative
"Adam was mad when the blocks fell. He kicked the bridge across the room. No one wanted to build with him.",negative
"Chloe had no blue crayon for the sea. Liam kept his crayon in his pocket. Chloe left the ocean blank.",negative
"Peter dropped his mitten in the snow. He did not notice until his hand was cold. The mitten was lost under the white road.",negative
"Amy lost her little bell in the grass. Grandpa helped her listen carefully and look slowly. They found it shining near the gate.",positive
"Ben's paper hat blew into the pond. A kind girl used a stick to pull it back. Ben wore the damp hat and laughed.",positive
"Clara could not reach the shelf. Her brother brought a stool and stood beside her. Clara got the book and thanked him.",positive
"David forgot the rules of the game. His friends explained them again with patience. Soon David played his turn correctly.",positive
"Eva's little boat had no sail. Dad gave her a square of cloth and string. The boat sailed across the bathtub.",positive
"Fred stepped in a muddy puddle before class. His teacher found dry socks in a basket. Fred joined story time with warm feet.",positive
"Gina wanted to draw a moon. Her pencil broke in half. Mom sharpened it, and Gina finished the silver moon.",positive
"Hugo lost count while sharing blocks. Sara helped him count slowly from one to ten. Every child got the same number.",positive
"Isla dropped her shell collection. The shells scattered across the porch. Her cousins helped gather them into a blue bowl.",positive
"Jake's wagon got stuck in the soft dirt. Two friends pulled from the front. The wagon rolled free with a bump.",positive
"Kate felt shy at the birthday table. Lily saved her a seat and passed the cake. Kate joined the song softly.",positive
"Liam's small drum sounded too loud. He listened when the baby woke up. Then he tapped gently and everyone stayed calm.",positive
"Mila's picture fell behind the desk. Her teacher moved the chair and picked it up. Mila hung the picture on the wall.",positive
"Nick forgot to feed the class fish. He remembered before going home and added food. The fish swam in happy little circles.",positive
"Olive wanted the red scarf for the play. Pete wanted it too. They used it first as a cape and then as a flag.",positive
"Paul dropped his cookie in the dirt. Grandma gave him a clean cookie from the jar. Paul shared a bite with his sister.",positive
"Quinn could not open the sticky jar. Dad showed Quinn how to twist with a towel. The lid popped open at last.",positive
"Rose missed the first jump in hopscotch. Her friends said she could try again. Rose jumped all the squares the second time.",positive
"Tina's toy boat bumped into a rock. She moved the rock and fixed the path. The boat floated smoothly down the stream.",positive
"Uma forgot where she put her drawing. She checked the table, the chair, and the bag. The drawing was safe inside the bag.",positive
"Victor was scared by thunder. His sister counted between the light and the sound. Victor felt brave under the blanket.",positive
"Wendy's sand cake fell apart. She added a little water and packed it again. The new cake stood with a shell on top.",positive
"Xander could not find a partner for the dance. Nora held out her hand. They danced in a small circle together.",positive
"Yara's scarf tangled on a branch. She waited instead of pulling hard. Mom untied it, and the scarf stayed whole.",positive
"Zack lost the tiny wheel from his car. He searched under the sofa with a flashlight. The wheel rolled out beside a sock.",positive
"Penny made a mistake in the puppet show. She bowed and tried the line again. The children clapped for her puppet.",positive
"Oscar felt left out of the block city. Mia gave him a road to build. His road connected all the houses.",positive
"Daisy's basket was too heavy. Tom carried one handle with her. They brought the apples home together.",positive
"Felix forgot to close the gate. The puppy ran into the yard. Felix called softly, and the puppy came back.",positive
"June had only one sticker left. She gave it to her little brother. He put it on his shirt and hugged her.",positive
"Amy lost her little bell in the grass. She searched quickly and gave up. The bell stayed hidden as the sun went down.",negative
"Ben's paper hat blew into the pond. No one could reach it from the bank. The hat sank and Ben walked away quietly.",negative
"Clara could not reach the shelf. The book stayed high above her hands. She sat on the floor without a story.",negative
"David forgot the rules of the game. The others became cross with him. David left the circle before his turn.",negative
"Eva's little boat had no sail. The boat tipped over in the bathtub. Eva watched it fill with water.",negative
"Fred stepped in a muddy puddle before class. His socks stayed wet all morning. Fred did not want to join story time.",negative
"Gina wanted to draw a moon. Her pencil broke and no one had another. The paper stayed empty on the table.",negative
"Hugo lost count while sharing blocks. Some children got many blocks and some got none. The game ended with shouting.",negative
"Isla dropped her shell collection. The shells cracked on the hard porch. Isla put the broken pieces in a box.",negative
"Jake's wagon got stuck in the soft dirt. He pulled until the handle snapped. The wagon stayed in the mud.",negative
"Kate felt shy at the birthday table. No one saved her a seat. Kate stood by the wall during the song.",negative
"Liam's small drum sounded too loud. The baby woke and cried. Liam hid the drum behind the chair.",negative
"Mila's picture fell behind the desk. The class had to leave for lunch. Mila never found where it had gone.",negative
"Nick forgot to feed the class fish. He remembered after the room was locked. The fish waited in the quiet bowl.",negative
"Olive wanted the red scarf for the play. Pete pulled it from her hands. The scarf tore before the play began.",negative
"Paul dropped his cookie in the dirt. There were no cookies left in the jar. Paul watched the others eat.",negative
"Quinn could not open the sticky jar. The lid would not move at all. Quinn pushed the jar away.",negative
"Rose missed the first jump in hopscotch. The children said the game was over. Rose stepped off the chalk squares.",negative
"Tina's toy boat bumped into a rock. The little boat cracked at the side. Tina carried it home with water dripping out.",negative
"Uma forgot where she put her drawing. She checked everywhere and found only blank paper. The drawing was gone.",negative
"Victor was scared by thunder. The lights went out in the room. Victor cried under the blanket.",negative
"Wendy's sand cake fell apart. The wind blew sand into her eyes. Wendy left the beach pail behind.",negative
"Xander could not find a partner for the dance. The music started without him. Xander stood still at the edge.",negative
"Yara's scarf tangled on a branch. She pulled too hard and ripped it. The loose thread hung in her hand.",negative
"Zack lost the tiny wheel from his car. He searched under the sofa but found nothing. The car could not roll.",negative
"Penny made a mistake in the puppet show. She forgot every line after that. The puppet hung silently from her hand.",negative
"Oscar felt left out of the block city. No one gave him a place to build. Oscar knocked his own blocks into a pile.",negative
"Daisy's basket was too heavy. She tried to carry it alone and dropped it. The apples rolled into the road.",negative
"Felix forgot to close the gate. The puppy ran down the street. Felix called, but the puppy did not come back.",negative
"June had only one sticker left. She kept it hidden in her pocket. Her little brother walked away with no smile.",negative
