id,text,label,n_tokens,n_chars,source_split,source_index,notes
ts_000015,"See the busy bees? Watch how they fly around and buzz in the flowers."" The little girl was amazed and asked, ""What do they do, Grandpa?"" And Grandpa said, ""The bees tell each other where to find the sweetest flowers and they work together to make honey."" As Grandma watched, she smiled and said, ""Isn't it wonderful how nature teaches us all kinds of things?"" The little girl smiled and nodded. She was glad she had come to visit Grandma and Grandpa because she had learned so much.",,107,482,train,5174,too_long
ts_000016,"Mallory came back outside, excited to tell her dad what she had read. She said, ""Dad, did you know that beetles can look different and some are even colorful?"" Dad replied, ""That's right, honey. That's why that black beetle was so special!"" Mallory and her dad smiled at each other and enjoyed watching the black beetle fly around together.",,73,340,train,5177,too_long
ts_000017,"Lily and her mom went to the post office and mailed the box to her grandma. A few days later, her grandma called and said how much she loved the brilliant spot Lily sent her. From that day on, Lily loved to mail things to her grandma.",,52,234,train,5220,
ts_000018,"She took it outside and let it go. The little bird flew away, and Lily watched it until it was just a little dot in the sky. She felt happy to have helped the little bird and to have seen the beautiful landscape.",,47,212,train,5226,
ts_000019,"It will not move anymore."" Lily felt sad for the bird and asked her mommy, ""Did the bird suffer?"" Her mommy said, ""I don't know, Lily. But sometimes when things die, they suffer before they go."" Lily put her hand on her chest and said, ""I don't want to suffer like the bird."" Her mommy hugged her and said, ""Don't worry, Lily. We will take care of you and make sure you never suffer.""",,97,384,train,5238,too_long
ts_000020,"She ran over to him and asked if she could play too. The boy said yes and they had so much fun together. Lily realized that even though her ball broke, she could still have fun and be independent by making new friends.",,47,218,train,5247,
ts_000021,"When the cake was ready, Jimmy smiled and took it out of the stove. It smelled delicious. Now Jimmy had a yummy cake to eat!",,29,124,train,5318,
ts_000022,"Suddenly, the lights turned on and the girl got scared. She quickly put back the ornament and ran out of the living room. She was so scared she never tried to peek at the tree again.",,40,182,train,5326,
ts_000023,"After much trying, he was able to win again! Now, Jim was the happiest he had been in a long time. The machine was the best!",,31,124,train,5345,
ts_000024,"She used it to make the car brand new again. She waved her wand twice and the wheel came back! The little car was so happy, it started to tear.",,34,143,train,5381,
ts_000025,"They got very competitive discussing what to do, but eventually agreed to take turns. So the brother and the sister took turns going to the well and returning with water for the family. They both had fun and learned that everyone could be happy when they disagree.",,51,264,train,5382,
ts_000026,"She kept tearing all the pieces until she could tear no more. Afterwards she felt all giggly and happy, so she laughed out loud. And they all lived happily ever after!",,35,167,train,5420,
ts_000027,"When she arrived, she and her mom were so happy. They celebrated with a big hug and lots of cuddles. Olive learned that when she trusted her mom, lots of great things could happen.",,39,180,train,5422,
ts_000028,Soon the girl learned how to manage her worries and was no longer anxious. She thanked the police for their kindness and went on her way. The end.,,31,146,train,5424,
ts_000029,"At the end of the day, the pumpkin said goodbye to its new friends, thanked them for all the suggestions, and went on its way back to the pumpkin patch. The independent pumpkin had learned many new things and felt full of excitement. It had a wonderful day thanks to its friends' help.",,60,285,train,5456,
ts_000030,It was made of the most sparkly ice that Jack had ever seen. He was so excited! He went back home dreaming of the icy star and all the adventures he could have.,,36,160,train,5458,
ts_000031,"The little boy listened so carefully and learned a lot about the world around him. When the little boy was all done asking questions, his parent gave him a big hug. The little boy felt so happy to have such a patient parent.",,47,224,train,5513,
ts_000032,The girl kept trying to catch the butterfly until it landed on her shoulder. She was so happy she had finally caught it that she didn't even resist when it flew away one last time. She was content with the beautiful moment they shared.,,47,235,train,5524,
ts_000033,"It was so fun that she waved again and again. At the end of the day, Bessy was tired. But she was happy because she waved so many zips and a hot dog.",,37,149,train,5537,
ts_000034,"He held her tight and said, ""Don't worry, it's just a post office."" The little girl was not so scared any more. The old man smiled at her and said, ""Come on, let's go home."" So the little girl and the old man rushed home together. The end.",,61,239,train,5555,
ts_000035,"They all cheered and said the bear was the strongest of them all. The bear was very proud. He lay down with the rock, and he slept like he'd won the biggest prize ever.",,38,168,train,5571,
ts_000036,They wished they had been kinder and happier. They wished they had not fought. They wished they could dance and play together.,,25,126,train,5644,
ts_000037,The moral of the story is: Sharing is caring. Fighting is not nice. Friends should help each other.,,22,99,train,5649,
ts_000038,"You are a sneaky magician!"" Tom and Anna giggled and hugged. They put the coins back in the jar and decided to play another game. They had fun with their coins and their magic.",,39,176,train,5659,
ts_000039,The elevator starts to move up. Tom and Lily hope the rain will stop soon. They still want to play in the park.,,26,111,train,5665,
ts_000040,"They hoped they would have fun and see new things. They did not know that their small bags had a surprise for them. Inside their bags, their toys were waiting to come out and play.",,39,180,train,5678,
ts_000041,They decide to play nicely and share their toys. Mom is happy and proud of them. She joins them in the garden and helps them make a cake for the party.,,34,151,train,5682,
ts_000042,They gave them dinner and tucked them in bed. They kissed them good night and said they were proud of them for telling the truth. Tom and Lily fell asleep and dreamed of bouncing on the big bed.,,41,194,train,5699,
ts_000043,"As the sun started to set, it was time to go home. Timmy was tired but happy. He couldn't wait to play another game with his friends and maybe even record it again.",,37,164,train,5711,
ts_000044,"Timmy had never felt so bad before. He had to go to the hospital and stay there for a long time. Timmy learned a valuable lesson that day: sometimes, cheap things can be dangerous.",,39,180,train,5730,
ts_000045,"But then, Spidey remembered what his mom always told him: ""Never give up, even when things are hard."" So, Spidey tried again and again until he made the most beautiful cobweb he had ever made. He was so proud of himself that he forgot all about surrendering. From that day on, Spidey knew that even when things are hard, he could do it if he tried his best.",,80,357,train,5732,too_long
ts_000046,"I want to see it too!"" They searched for the butterfly but couldn't find it. Lily said, ""It's okay, Timmy. We can still have fun and be safe while we play.""",,40,156,train,5757,
ts_000047,"The owner told Max, ""Always be kind to others, no matter how small they are. You never know how your actions can affect them."" Max understood and sat quietly next to his owner. From then on, Max made sure to be kind to all animals, big or small.",,58,245,train,5761,
ts_000048,"""I fell down,"" Lily said. ""I was trying to balance on the snow."" Her mom gave her a big hug and said, ""It's okay, Lily. Let's go inside and have some hot cocoa."" Lily smiled and followed her mom inside, feeling happy again.",,58,223,train,5771,
ts_000049,"As the sun started to set, they packed up and headed home. Lily was tired but happy. She couldn't wait to come back to the park and play again.",,33,143,train,5776,
ts_000050,"Lily learned that life can be full of surprises, like slipping on a banana peel. But she also learned that her mommy and daddy would always be there to take care of her. And even though she loved spicy food, she decided to be more careful when running around so she wouldn't slip again.",,59,286,train,5822,
ts_000051,"She said to the cat, ""Please let the bird go."" But the cat didn't listen and ran away with the bird in its mouth. Lily cried and went back home. She learned that sometimes, we can't always help others, but we can always try.",,53,224,train,5834,
ts_000052,"They explained to her that it's not nice to be bossy and that everyone should share. Later, Lily saw a sign that said ""Please value the animals and their habitats."" She asked her mom what it meant and her mom explained that it's important to take care of the animals and their homes. As they were leaving the zoo, Lily said goodbye to all the animals and promised to always value and take care of them.",,84,402,train,5841,too_long
ts_000053,"""Yay, we did it!"" said Timmy. Lily smiled and said, ""That was fun! Let's play again tomorrow.""",,27,94,train,5844,
ts_000054,"""Thank you, mommy. You always make me feel better,"" Lily said with a big smile on her face. From that day on, Lily knew that whenever she was hurt, her mommy would always be there to comfort her.",,47,195,train,5851,
ts_000055,"Her friend was very happy and thanked Lily for being so kind. The moral of the story is that sharing is good and makes others happy. And sometimes, when we share, we might even make new friends who love to dance with us!",,48,220,train,5853,
ts_000056,"Then we can put the butterfly in the jar with the flowers."" Lily was so happy and felt compassionate towards the butterfly. They put the jar outside in the sun, and soon the butterfly was able to fly away. Lily was so proud that she was able to help the butterfly and make it feel better.",,62,288,train,5857,
ts_000057,"After they were safe, they realized that they were still friends and that the rock didn't matter. They hugged each other and promised to never quarrel again. From that day on, they explored the woods together and always shared their treasures.",,46,243,train,5877,
ts_000058,"Timmy told his mom all about his walk and how he discovered the rock. His mom was proud of him for being such a good explorer. From that day on, Timmy loved to go on walks and discover new things.",,44,196,train,5928,
ts_000059,"She helped a bird build its nest and gave some water to a thirsty squirrel. All the animals were grateful to Lily for her kindness. From that day on, Lily became known as the angel who served all the creatures on Earth.",,46,219,train,5934,
ts_000060,"He was so happy! He knew that his mom must have found it and put it there for him. Timmy gave his mom a big hug and said, ""Thank you for being so useful!"" From that day on, Timmy made sure to always stand his toys up and put them away so they wouldn't get lost again.",,65,267,train,5951,too_long
ts_000061,Lily had eaten too much of the bad apple and her tummy couldn't handle it. She had to go to the hospital and stay there for a long time. Lily learned that she should listen to her mom and not eat bad things.,,46,207,train,5959,
ts_000062,She was so glad to see it again! Tommy had found the box on the ground and had taken it home to keep it safe. Lily thanked Tommy and they played together happily ever after.,,38,173,train,5971,
ts_000063,"You did a great job!"" Fluffy jumped into the box and curled up on the blanket. Fluffy was very happy in her new home. Sara and Tom smiled as they watched Fluffy sleep.",,38,167,train,6005,
ts_000064,Roo's mommy came over and lay down next to him. They both enjoyed the warm sun together. They were a happy kangaroo family.,,26,123,train,6007,
ts_000065,"The kitten was scared and cold. Lily said, ""Don't be scared, little kitten. I will take you to my sweet home."" So, Lily took the kitten inside, and they all lived happily together.",,43,180,train,6036,
ts_000066,"After they were done, the park was clean and beautiful. Tom and Spot felt happy and proud. They knew that keeping the park clean was important for everyone.",,32,156,train,6043,
ts_000067,They both went to the kitchen and enjoyed their delicious fruits. Lily felt happy and proud of herself for helping her mom. She knew she was a big girl now and could do many things on her own.,,41,192,train,6087,
ts_000068,"Sleep well, my mighty heroes."" Tom and Sam close their eyes. They fall asleep. They have sweet dreams.",,24,102,train,6122,
ts_000069,They hope Mom will let them watch TV tomorrow. They hope Mom will hug them and tell them she loves them. They love Mom too.,,28,123,train,6129,
ts_000070,They learn that organizing is easy and fun if they do it together. They learn that they have to respect their mom and their toys. They learn that they have to be good and kind to each other.,,41,190,train,6132,
ts_000071,"They climbed down the tree and got their ice cream. They ate their ice cream together and became friends. From that day on, they always played together at the park.",,34,164,train,6150,
ts_000072,She told them that it was not safe to play with things they did not know. She took the pill and threw it away. Tim and his friends learned that it is important to always be safe and not play with things they do not know.,,49,220,train,6199,
ts_000073,Tom and Lucy became good friends. They played and cleaned together every day. And they lived happily ever after.,,22,112,train,6215,
ts_000074,"I like being lazy on my leaf."" The small fish swam away, sad that Lily didn't want to play. In the end, Lily stayed lazy on her leaf, watching the world go by. She liked her simple, lazy life, and that was okay.",,53,211,train,6225,
ts_000075,"Spot was very sad and cold. He missed his warm blanket and could not sleep well. He wished he could find it, but the blanket was lost forever.",,32,142,train,6233,
ts_000076,"They played in the sand and swam in the water. The sun was shining, and the birds were singing. It was a perfect day at the beach for Tim and his family.",,36,153,train,6235,
ts_000077,"At the party, people ate the olives and said, ""These are the best olives ever!"" The little olive was so happy to be eaten by the people. The olives in the jar became famous because everyone loved them. And the little olive was the most famous of them all.",,57,255,train,6239,
ts_000078,"Whiskers became even smarter. Now, Whiskers walks and shares the wisdom with friends. Everyone is happy and smart, too.",,24,119,train,6247,
ts_000079,"John stepped forward bravely and the dog stopped barking. John was so happy and proud of himself. He smiled at the dog and said, ""See, I dared to be tough and win!"".",,40,165,train,6269,
ts_000080,"He had really found a lazy way to fulfill his wishes. The moral of the story is that if you take the time to do things the right way, you will always be rewarded. Being lazy may seem easier in the short term, but it will never get you the results that hard work will.",,60,267,train,6286,
ts_000081,"The elephant remembered the wise old tree's words and smiled. He thanked the sky for the reminder and the light slowly faded away. From then on, the elephant remembered the wise old tree's words and never forgot what he had learned.",,45,232,train,6307,
ts_000082,Mama had to let go. The moral of the story is: never touch something you don't know. It might be dangerous.,,25,107,train,6320,
ts_000083,"His family was so happy to have such a loyal dog. Spot never forgot the fun time he had at the park. Every time his family would release him for a walk, Spot jumped with joy knowing that he was about to embark on another exciting adventure.",,51,240,train,6334,
ts_000084,"â€œThey look so happy, right?â€ Mary smiled and said, â€œYes! Theyâ€™re ready to greet the world!â€ Mom and Dad both laughed and hugged Mary with joy. Mary was ready for more exploring!",,46,185,train,6362,
ts_000085,"He put the tiny rock into a tight box. ""Should we keep it forever?"", asked Tina, looking at the box. ""Yes, let's keep the magical shrinking rock forever, as a reminder that even our brains can be full of surprises"", said Dad.",,55,225,train,6367,
ts_000086,"""You're so dependable, Whippy!"" his owner said. Whippy smiled. He knew he had done a good job, and he was grateful for the delicious treat.",,33,139,train,6376,
ts_000087,He tasted the apple and it was the most delicious thing he had ever tasted! The man thanked the fairy for his kindness and the two of them went on their separate ways. The man was no longer confused and was happy that they had been able to work out a solution!,,55,260,train,6389,
ts_000088,"Not just anyone can stay here!"" The father and son left feeling sad and scared. They walked on into the night not knowing where they could go. The bad ending is that John never accepted the father and son, and they were out in the cold until the morning.",,55,254,train,6420,
ts_000089,"Greene on the leg. Without the help of the little girl, Mrs. Greene was unable to bring the groceries home and was left feeling very sad.",,30,137,train,6429,
ts_000090,"I hope you are successful."" Molly climbed up the tree but slipped and fell. She broke her arm and was taken to the hospital. She was not successful and the bird felt sad.",,38,170,train,6433,
ts_000091,"However, Joe never healed. In the end, Joe got worse and died. The moral of the story is to never ignore your hunger but to always eat healthy foods that can heal.",,37,163,train,6444,
ts_000092,"Mummy looked relieved and hugged Sarah tight. It turns out that Mummy was searching for the candle in the shed in case of an emergency. Now, Sarah and Mummy know never to be afraid since Sarah was brave enough to find Mummy in the shed.",,49,236,train,6474,
ts_000093,"His mom was so worried she called 911. The needle had caused a serious infection, and Jack was taken to hospital. It was a bad ending for Jack and his mom, because the needle was a mystery to them and never known who put it there.",,51,230,train,6547,
ts_000094,"Timmy's mom was so happy to see him and the dog. She gave the dog a big bowl of food and Timmy a big hug. From that day on, Timmy always remembered to eat before playing and he and the dog became best friends.",,48,209,train,6555,
ts_000095,"""It's okay, we can always find another oyster,"" he said. Lily stopped crying and smiled. She was happy to have such a kind and patient dad.",,33,139,train,6567,
ts_000096,Lily and her family were very sad that their hard work was ruined. They had to cancel the party and clean up the mess. It was a very bad ending to their day.,,36,157,train,6599,
ts_000097,"They turned more pages and saw a monkey, a giraffe, and even a silly-looking penguin. Timmy loved seeing all the different animals in the book. When they finished the book, Timmy was so excited that he wanted to read it again.",,49,226,train,6606,
ts_000098,"The people had to print a sign that said ""Race cancelled"". They pointed to the sign and said, ""No more race"". Everyone was disappointed that the race had a bad ending.",,39,167,train,6609,
ts_000099,"He quickly got out of his truck and started to spray water on the fire. After a while, the fire started to settle down. Jack went to Lily and said, ""Don't worry, everything is going to be okay now."" Lily smiled and said, ""Thank you, funny fireman!""",,60,248,train,6616,
ts_000100,"We can work together to untie our cars."" They both worked together and finally untied their cars. They were both happy that they could play with their cars again. From that day on, they always worked together when something difficult happened.",,47,243,train,6618,
ts_000101,"After the game, Timmy and his dad went to get some ice cream. Timmy's dad asked him, ""Did you have fun at the stadium?"" Timmy replied, ""Yes! I was so excited to see the players and celebrate our team winning!"" Timmy went to bed that night dreaming of playing soccer in a big stadium like the players he saw.",,71,307,train,6656,too_long
ts_000102,"Soon, the stranger was not sad anymore. Lily learned that it is important to be kind to everyone, even if they are different from us. The moral of the story is that we should always be kind and help those in need, no matter who they are.",,53,237,train,6664,
ts_000103,"He was happy again. The moral of the story is that it's important to share and be kind to others. Sometimes, you can even make a trade to make both people happy.",,36,161,train,6667,
ts_000104,Mommy cleaned Lily's knee and put a bandage on it. Lily felt better and went back to riding her scooter. She was happy again!,,27,125,train,6681,
ts_000105,"Tom felt bad and stopped to help her. They never told a grown-up about the knife, and the bad ending happened: another kid found the knife and got hurt. Lucy and Tom learned they should always tell a grown-up when they see something bad.",,53,237,train,6716,
ts_000106,"I've never seen a lion before. Maybe we can go on a safari and see more animals."" Lily felt better knowing that her daddy wasn't worried about the lion. She went to bed that night dreaming of all the animals she would see on her safari with her famous daddy.",,55,258,train,6789,
ts_000107,She says he is a good brother and she loves him. She says they can draw together and make more pretty pictures. She says they can have fun and be happy.,,34,152,train,6808,
ts_000108,They are careful not to ride on sharp things. They know that the tire is fragile and can break easily. They enjoy their bikes and have fun.,,30,139,train,6817,
ts_000109,"While they were printing, Lily's little brother came in and asked for some jelly. Lily shared her jelly with her brother and they happily ate it together while looking at their animal pictures. The end.",,39,202,train,6852,
ts_000110,"The little birdie was very happy to be rescued by its parent. It chirped and sang a happy song. From then on, it knew that its parent would always be there to help and protect it.",,40,179,train,6856,
ts_000111,"They sailed on the sea and saw dolphins jumping in the water. Lily was happy and her blouse was pretty in the wind. When they got home, Lily was tired but happy from her fun day on the boat.",,43,190,train,6865,
ts_000112,"Lily giggled and said, ""Teddy, you're so silly!"" After a few minutes, Teddy's arm was fixed and he was as good as new. Lily was so happy and said, ""Thank you, mommy. You're so dependable.""",,48,188,train,6886,
ts_000113,"Lily's mom was proud of her for not wasting the apple. She told her that it was a rare thing for a little girl to be so smart and not waste food. From that day on, Lily made sure to always check her apples for brown spots before eating them.",,54,241,train,6896,
ts_000114,"He would take the pigeon home and give it some food and water. Tim's mom helped him take care of the pigeon and soon it was happy and healthy again. From that day on, Tim and the pigeon became best friends and they played together in the park every day.",,54,253,train,6930,
ts_000115,"Do you want to go outside and play again?"" They nodded and said, ""Yes, please!"" They put on their jackets and shoes and returned to the yard. They found their ball and started to play again. They were happy and forgot about the storm.",,54,234,train,6951,
ts_000116,They guess that he learned that being the best is not important. They guess that he learned that being kind and friendly is important. They guess that he learned that hockey is a game for everyone.,,39,197,train,6980,
ts_000117,"They learn a lesson. They learn to respect and appreciate different food and different people. They learn that eating is not only about taste, but also about kindness and friendship.",,34,182,train,7034,
ts_000118,"From that day on, Remy and Birdie were the best of friends. They always helped each other and shared their food. And they lived happily ever after.",,31,147,train,7075,
ts_000119,"The lady and Fluffy went back to their little house. They had a fun day playing in the garden. The next day, they decided to go for a walk and look for more friends to play with.",,41,178,train,7081,
ts_000120,"They took turns teasing each other and running fast. At the end of the day, Max and Tweet were tired but happy. They knew they had a lot of fun with their new toy.",,38,163,train,7085,
ts_000121,"The light said, ""You're welcome, Tim. Have a good night!"" Tim went home with a big smile on his face. He couldn't wait to tell his mom and dad about the magic light and his zooming adventure.",,45,191,train,7088,
ts_000122,The judges loved his dish and gave him a big trophy! Timmy was so happy and couldn't stop smiling. He went home and told his dad all about his exciting day.,,34,156,train,7110,
ts_000123,"They feel sad and sorry. They ruined their picture. They say, ""Oh no, oh no, oh no!""",,25,84,train,7159,
ts_000124,They thanked the other animals and people for watching their show. They hoped Max would get well soon. They were happy they had fun together.,,28,141,train,7176,
ts_000125,"You have such a green thumb!"" Lily felt proud and happy that her flowers made her mom smile. She hugged Pepper and said, ""I love you, Pepper. Let's play some more!""",,40,164,train,7212,
ts_000126,"From that day on, Lily and the fairy played together every day. They had so much fun and went on many adventures. Lily was happy that she had made a new friend and that it wasn't so difficult after all.",,44,202,train,7227,
ts_000127,"No more yucky cobweb!"" Lily's mommy hugged her and said, ""You're such a good helper. I'm glad you're here with me."" Lily smiled and said, ""I love you, mommy."" They both hugged each other and went back downstairs. From that day on, Lily made sure to keep the attic clean and cobweb-free.",,69,286,train,7232,too_long
ts_000128,"This flea won't go away."" The cat said, ""You should snap your fur to get rid of the flea."" Max tried to snap his fur, and the flea went flying away. Max felt much better. The moral of the story is that sometimes we need a little help from our friends to solve our problems.",,65,273,train,7244,too_long
ts_000129,"From that day on, Lily always made sure to blow her bubbles in an open space where they wouldn't get stuck in trees. And she was always grateful for the kind man who helped her when she struggled. The end.",,44,205,train,7254,
ts_000130,"She laughed and played around the skeleton, not scared anymore. From that day on, Lily loved visiting the skeleton in the park. It was her new friend, and it never seemed scary again.",,39,183,train,7259,
ts_000131,"Then, she found the potion again and drank it to make herself big again. She was happy to be her normal size and put on her favorite clothes. From that day on, Lily knew that even when things seemed scary, she could be brave and have fun.",,53,238,train,7303,
ts_000132,"As a way to say thank you, Timmy offered to trade his dull pencil for Sally's colorful one. Sally agreed and they both went home happy. Timmy learned that it's always good to have friends who can help you when you need it.",,47,222,train,7330,
ts_000133,They were still best friends. They learned a lesson. They learned to be careful and to trust each other.,,22,104,train,7372,
ts_000134,But they knew they had made a big mistake. They were not excited anymore. They were very sad.,,21,93,train,7383,
ts_000135,They hoped someone would hear them and help them. They hoped the bear would go away. They hoped they would be safe.,,25,115,train,7409,
ts_000136,They decided to play something else. They did not like pranks. They liked treasure.,,17,83,train,7433,
ts_000137,"The girl was very happy and said, ""Thank you, Mr. Elephant!"" The elephant smiled and walked around the park with the little girl on his back. They had a fun time together.",,40,171,train,7458,
ts_000138,"Later that day, Lily's mom came home and saw Max's artwork. She was so impressed that she asked if she could save it in Lily's special folder. Lily was happy to share her folder with Max and his artwork, and she felt proud that she had saved her drawings from getting ruined.",,57,275,train,7460,
ts_000139,"When they arrived at the lab, Lily saw many different animals she had never seen before. She showed her toy to the animals and they seemed to like it too. Lily was happy to have her toy with her and to see all the different animals at the lab.",,53,243,train,7467,
ts_000140,"After the party, Lily went home and did some yoga with her mommy. She felt happy and proud of herself for winning the game. And she knew that being modest was important too.",,37,173,train,7490,
ts_000141,"The motor made the car go incredibly fast and Timmy had so much fun. As the sun started to set, Timmy realized he had to go home. He picked up his car and hugged it tightly, saying ""I love you, car."" Then, Timmy went home and fell asleep dreaming about his incredible car.",,63,272,train,7532,
ts_000142,Timmy's wagon was so popular! They all took turns pulling it around the block. It was so much fun!,,22,98,train,7537,
ts_000143,"As the seal swam back home, he felt happy and content. He knew that even though he couldn't find his friends at first, he was able to raise his head and see them from afar. The end.",,42,181,train,7540,
ts_000144,"He said, â€œThe kite looks so nice, mum!â€ His mum replied, â€œYes, it looks like an image in the sky now. All we need to do is wait for the wind to pick it up and take it high.â€ Tom smiled. He knew his dream was finally going to come true.",,64,241,train,7553,
ts_000145,"""Goodbye, little flea. Thanks for being so creative!"" She said as she watched it run away. Amy waved goodbye and went off inside, full of joy from her creative adventure.",,38,170,train,7575,
ts_000146,"The bird flew down into the hole, grabbed Pipsqueak with its beak and flew it back to safety. Pipsqueak thanked the bird deeply and was relieved to have its eraser back in its hands. From then on, Pipsqueak remembered to stay away from deep holes, so as not to regret its decision again!",,59,287,train,7579,
ts_000147,"He had never had so much fun. At the end of the day, the boy put the red ball back in his box. But the dinosaur still remembered how much fun he had and felt a little less sad.",,43,176,train,7600,
ts_000148,"When the voice reached the top, it was a friendly frog! The frog said, ""Thank you! You helped me escape the well."" The fly was so happy that it had made a new friend.",,42,166,train,7635,
ts_000149,"But as he was about to leave, something mysterious happened. He heard a little whisper coming from the film and a new creature appeared. They both smiled and the film started to tremble once more.",,39,196,train,7637,
ts_000150,"But when Jack went to put it back in his pocket, it was gone. Jack was sad but Mum reminded him that his original penny was special and it was still in his pocket. Jack smiled and was filled with joy.",,45,200,train,7638,
ts_000151,"It was a long journey and Peter was ready to go to bed. Finally, they arrived at the airport and it was time to stop. Daddy, Mummy and Peter were happy to be home again.",,40,169,train,7648,
ts_000152,"She stayed there for a long time, soaring and playing. The bird had a wonderful day and when the sun went down, she flew home. But no matter how far she flew, the bird never forgot that welcome and safe place.",,47,209,train,7663,
ts_000153,"The elephant backed away and ran away. The girl was so amazed and thanked the bear for protecting her. She included the bear in everything she did, but this time the bear included her too.",,39,188,train,7676,
ts_000154,"Follow this path, and you will find what you are looking for."" The clown thanked the voice and continued his journey. He eventually found his answer and was very happy. From then on, he was no longer troubled and his life changed for the better.",,52,245,train,7690,
ts_000155,"""That's okay,"" Penelope's mom said with a smile. ""I'm sure the owl is safe now. That was really weird but really cool too.â€",,31,124,train,7699,
ts_000156,"The fish had no more energy to march. It was sad, and it never saw the good things that the world had to offer. The fish stayed in the bad lake forever.",,36,152,train,7704,
ts_000157,"As they were eating their lollipops, they saw that the deaf man was smiling. He waved at them and said, ""thank you."" Jack and Jane smiled back. They waved at the deaf man and said, ""You're welcome!""",,48,198,train,7734,
ts_000158,An hour later one of the doctors noticed Frank and told him to hop away. So he zoomed away from the hospital and flew back home. Frank was happy to be safe in his home and he soon forgot about the scary hospital with all the x-rays.,,52,232,train,7753,
ts_000159,"The sailor was so relieved to have such a reliable friend. Finally, they reached the other island safely. They celebrated with a big hug and kept sailing together to more islands.",,35,179,train,7761,
ts_000160,"Together, they worked until the boat was free. Pam was so happy she hugged the captain. All was forgiven, and they both sailed away in their ships.",,32,147,train,7777,
ts_000161,"All the bunnies were overjoyed. The bunnies happily hopped back to their burrow, each carrying a carrot or a cabbage. They enjoyed their treat, happily hopping around until bedtime.",,34,181,train,7778,
ts_000162,The lion was so proud and happy. His friends cheered and congratulated him. He had made it!,,20,91,train,7793,
ts_000163,The soldier agreed and soon the soldiers and the scientists became friends. They talked for hours about all sorts of interesting things. The soldier realized that he had found something far more interesting than he had expected when he stood at the barracks earlier.,,47,266,train,7828,
ts_000164,"They stopped applauding and hugged the bus. The bus was so happy and started to laugh. From then on, it never felt lonely again.",,28,128,train,7834,
ts_000165,"They lay down next to the yarn and took a nap. When they woke up, they felt happy and played with the yarn again. Fluffy and Buddy had a good day.",,35,146,train,7861,
ts_000166,"They laughed and splashed in the water. Tim and the frog had a fun day at the peaceful creek. And from that day on, they became the best of friends.",,34,148,train,7872,
ts_000167,The dog ran far away and Tim got lost. He couldn't find his way home and began to cry. Tim's fun day had a bad ending because he couldn't play with the dog anymore and he was lost.,,41,180,train,7875,
ts_000168,The soft deer was very happy. She added the apples to her food and shared them with all her friends. They all had a big feast and enjoyed the apples together.,,34,158,train,7877,
ts_000169,"When the sun went down, the mole went back to his hole. He was not sleepy now. He was glad he woke up to play.",,29,110,train,7878,
ts_000170,Zoomy was happy and showed her the scarf. The girl was so happy and thanked Zoomy. Zoomy felt good for helping and zoomed back home with a big smile.,,32,149,train,7888,
